domain,class
F0f0f0f0c0,1
"*H*H*y*y*y*y*y*y*Y,Y*H*y*",1
"Z,z,Z*Z,I,Z*Z,z,Z*Z,i,S0Z",1
h*y+Y*y*y*y*y0Y*Y0y0y0Y*y,1
"w,i,Z*W,B,z,z+s,s,b,W*S,i",1
0i0i0i0i0i0i0i0i0i0i0i0i0,1
0i0i0i0i0i0i0i0i0i0i0i0i0,1
0000000000000000000000000,1
F0a0,1
00y0h0y000y00y*y00h00y000,1
",s,s,S*S,f,Z0W,s,s,S00W,s",1
00000000y0000000000000000,1
0Y+Y*Y*Y0y*y*y*y*H*y+y+y*,1
0000000000000000000000000,1
Y*y*Y*y*y*y*y+y*y+y*y*y*H,1
0z000Z*Z00000z000z0000000,1
0000000r00000000000000000,1
0f0f0f0f0f0f0f0f0f0f0f0f0,1
f0f0f0,1
000000000000x000000000x00,1
000x000000000000000000000,1
00000000000000r0000000000,1
000000000000000000,1
0000000000000000000000000,1
0000000000000000000000000,1
"00Z,R00r000000000R.Z,Z000",1
000000x000000000y00000000,1
0000000000000000000000000,1
0000000000000000000000000,1
0000000000Z.Z00r000000000,1
"0Y,X000000000000H00000000",1
0000000z00000000000000000,1
0z0000000000000a000000000,1
"000000000r00Z,Z000000000r",1
"000000Z,R000000000000Z.R0",1
0Z*z*Z0000000000000000000,1
0000000000000000000000000,1
0000000000000h00000000000,1
000000i000000000000a00000,1
0000000000000r00000000000,1
00000000000G00000000000R*,1
y0y0y000Y*y+Y0y000y*y*H*H,1
0000000000000000000000000,1
00000000g00000000000R*Z00,1
Y00y0y*Y0y0000y0H0y*y0y00,1
*Z00z000Z*z*z*z*z*I*z*I*Z,1
000000000000000000000x000,1
000g000000000000X00X00000,1
000000000000000r000000000,1
Y0y00y0Y*y*H*H*Y00y0y*Y00,1
000000Y0H0y*y00y0Y*y*y*Y*,1
Y*Y0000Y*Y+Y*Y+Y000000000,1
+y*y+Y*H*y*y*H*H*y*y0y*H*,1
0H00000y000Y0000000000000,1
z*z*z0z0z*Z00I00z*z0I0z00,1
+y*H*y*y*H*H*Y0Y+Y*Y+Y0y*,1
"Y,Y*h*y*H*H*y*y*Y*Y+Y0Y*y",1
Z.R000000000000Z.R0000000,1
0000000000000000000000000,1
"*y*H*Y+Y*y*y*Y,Y*H0y*y*y0",1
"*Z,Z*Z0I0z0Z*Z0z*z*Z0z*z0",1
*y*y*y*y*y*y*y+Y*H*y*Y+y+,1
"+z,Z*y+z+y+z*Z+z*i*z*z*z*",1
0000000000000000000000000,1
0000000000000000000000000,1
000000000000000000000000R,1
0000000000000000000000000,1
000000r000000000000000000,1
F0f0f0f0f0f0f0f0,1
F0f0f0f0f0f0f0f0f0a0,1
f0f0f0f0f0,1
0000000000000000000u00000,1
0000000000000W0F0f0f0f0f0,1
000u000000000000000000000,1
f0f0f0f0f0f0f0f0f0,1
0000000000000000000000000,1
0000000000B0000000000S*b*,1
0000000000000000000000000,1
