domain,class
F0f0f0f0c0,1
"*H*Y+y*H*y*H*y*y0Y*H*H*y*y*y+Y*y*y*Y,Y0H0Y*y+y*H*y*Y+Y*y*Y+y*Y*Y+Y*y*Y+H+y*",1
",b,s+s,b,S+S,b,S+S,b,S*S,b,S*S,b,S*S,b,S*S,b,S0S,b,S0S,b,S*S,b,s+s,b,S0S,b,",1
"*Y+y*y*y*y*H*Y+y*y*Y+Y*y*Y0Y*y+y*y*Y*y*y*H*Y,Y*Y,Y*Y*y*y0Y*y*y*y*y*H*Y+Y*Y+",1
"Z.Z,s+Z,z,s,w,S*W,s,s,Z+Z,W*Z,z,W*W,i,W*S,w,w,W*Z,I,Z*Z,I,z,w,s,w,S*W,i,Z0S",1
i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i,1
i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i0i,1
0000000000000000Y00000000000y000000000000000000000000000000000000y000000000,1
F0a0,1
y000h000y000000y0y00y0000Y*Y000H00y0000y000y0y00y000000y00y000y00y0Y0000000,1
"+Y0H0y*y0y*y0y000y0Y*Y0y00y0Y*y*y*y*y0y*y*y*Y00Y*y*Y,Y*y0y*y0y000Y*y00y*Y*y",1
0000000000h000000000000h000000000000y000000000000000000000000y000000000000H,1
H00Y+Y000Y00000000000000000000000000000000000000000000000000000000000000000,1
0000000000000000000000000000000000000000000000000000Y*Y0000y0y0Y+Y*y*Y00y*Y,1
"y*y+y*y*y*y*y*H*Y,Y*Y*y*H*y0Y*y*y*H*Y*H*Y*y0Y+Y*y*y*Y0y*y*Y0Y*y*y*y*y*Y0Y*h",1
"*Z+z*Z0z*Z*Z0z00z*Z*z+z*z*Z0z*z*i*z*Z0Z+Z0z00Z*z*z*z*Z,Z*z*Z*Z+Z*I*I*z*z0z*",1
