domain,class
I*z*Z0I0,0
.R.R.R.R.R.R.R.R.R.R.R.R.,0
.W.W.Z.Z.I.Z.Z.Z.Z.Z+W.F.,0
z.Z.I.Z+,0
X.W*W.X.,0
X.,0
W+W.X.X.X*X.X.,0
w.X.,0
.Z.Z.Z.Z.W.W*W.W.W.w.Z.z.,0
"z.Z.I.z.z.W,W.f.Z+Z.z.Z.Z",0
"W.X,W.W.w.X.X+X.W*W.w.W,X",0
Z.,0
".F.X.X.G.X.x.x.X.X.X,X.X.",0
".W.w.X.x.x.X.X.X.X,X.X.x.",0
W0W.W.W.W*W.w.,0
.w.Z.W*W.W.W.W.W.Z.z.Z.W*,0
X+W.W.Y*W.F.,0
I.Z.Z.Z.z.z.Z.Z.Z.,0
"Z.Z.Z,Z.I.Z,Z.z.I.z.z.Z*Z",0
".z.z.i.Z*Z.Z.Z.Z.z.Z,Z*Z.",0
".Z,Z.Z.z.Z*Z.Z.Z.Z*Z.i.Z.",0
W.w.W.Z.,0
F.Z.W*w*w*W.W.w.w.W.Z.W+W,0
"z.W,W.F.f.W*Z.W.W.f.w.w.",0
00,0
z.I.I.,0
00,0
"W,W.e.",0
i0,0
Z.,0
*Z.I.z.W.W.W.F.Y.H.W+z*Z.,0
F.F.,0
Z.Z.Z.,0
W.,0
Z.Z.z.I.Z.z.Z.,0
"W*Z,W*Z.",0
"Z.Z.I.Z,",0
Z.,0
Z.Z.I.I.Z.Z+Z.z.z.,0
"I.i.I.Z*Z.i.Z,Z.z.Z,Z.",0
z.z.Z*w0W.W.W.Z*,0
Z*z*,0
Z.I.Z00z*,0
.Z00,0
W.,0
W.W.Z.Z*,0
Z.W00W.,0
f.Z.Z*Z+,0
"w.W.Z,Z.z.i.z.",0
"Z+W*W.W.Z.W,W.w.Z.Z.w.",0
.W.W.,0
.W.W*W.F.W*W.W.W*W.W*W.W+,0
*i0,0
z.Z.i.z.i.Z+Z.I.I.,0
.E.V.V.E.X.G.x.V*V.V.X.x.,0
I.i.z.Z+Z.Z.Z*Z.Z.z.Z.Z.,0
I.,0
w.,0
"z.Z.z.Z,Z.Z.Z.i.",0
Z.Z.Z.,0
I.I.Z.,0
z.I.I.z.Z.Z.z.Z.I.,0
"w.F.f.f.Z.Z.Z.z.I.i.Z,Z.Z",0
.g.g.g.g.g.g.g.g.g.g.g.g.,0
"g,x,x,",0
z.Z.z.,0
Z0,0
Y.X.Y*Y.y.Y.Y.Z0Z.z.W.,0
i.I.Z*Z.Z0Z.Z.I.I.z.,0
.Z.Z.Z.Z.Z.z.Z*Z.I.I.z.z.,0
".Z.Z,Z.Z.Z.Z.Z*Z.Z.z.Z.z.",0
Z*Z.z.Z.Z.z.i.I.,0
I.i.Z.,0
I.,0
f0f0f0,0
i0i0i0f0,0
I.i.i.Y00000Y.Z.,0
0000W.,0
"Z.Z.z.Z,Z.z.i.",0
".R.u.R.r.U.W.R.U,U.R,R.R+",0
X0X.X.X+X.x.x.X.G.G.X.x.,0
0W.,0
F.Z00Z.Z.W.Z.,0
Z.Z.Z.Z.z.I.W.W.Z.Z*Z.Z.Z,0
"X+X.X,x.",0
"0Z.Z,Z.Z+Z.",0
W00W.,0
"0W.w.X.X+X.X,X.X.X.",0
"X00X.X,X.",0
*Z.Z.I.I.I.,0
"Z.Z.I.Z,Z.Z.Z.Z.Z0Z.Z.i.I",0
.z.I.z.Z*Z.z.Z.Z.Z*Z.z.I.,0
Y.,0
z*z*z*z*Z0z*,0
Z+Z*z*Y+,0
0I00,0
Z*Z+z*z*I*z*z*z*z*,0
Y+Y.Y+Y.Y.Y+Y.Y+Y.Y+Y.Y+y,0
y+y*y+h+H+H+y*,0
y+H+h+H+y*y+h+H+H+H+H+H+H,0
W.,0
z0Z*,0
*,0
z0,0
Z*,0
z*Z+Z*z*I*z+Z*I*z*,0
Z00Z*z*Z*Z*,0
"Y,Z00Z+Z*",0
"*Y+y+H+H+H+y*y+H+Y,Y.y.y,",0
.W.W.X*X.Z.F.W.W.X0X.Z.W.,0
i0i0i0i0,0
00,0
y.Y.w.W.w.,0
"y.H.z.Z,Y.W.W.",0
"W00W.W.Z00Z.Y,Y.Z.z.W.F.W",0
w.F.F.f.,0
"Z.Z.W,W.w.w.W.W.W.w.F.F.W",0
"Y.Y.y.Y,Y.y.Z00w000W.F.f.",0
.F.W.Z*z00H00Y.z.y.F.W.W*,0
0,0
0Z.z.Z.Z.i.z.I.Z.Z.Z.,0
"Z.Z.i.I.I.Z.Z.Z.W,",0
W.W.w.Z*z*W0000W.,0
X.X.H.X.x.Y.,0
"Y.Y.y.Z,Y.y.Z.Y.z.y.I.Y,",0
h0h0i0,0
00Z.w.W.W.W.Z+z*W.W.w.w.z,0
I*I*z*w0Z*Z*z*z*,0
i0i0i0f0,0
y.,0
00,0
Z.Z.z.i.Z.Z*z0,0
00,0
Z0,0
Z*,0
h.w.Y*,0
Z*Z.Z.I.,0
0,0
W*Z.Z0Z*Z00Z.Z.I.Z.,0
I.i.I.,0
z.Z0Z*z*z00Z.Z.z.Z*,0
*Z.Z.Z0h0,0
