domain,class
I*z*Z0I0,0
.R.R.R.R.R,0
.Z.Z.Z+W.F,0
z.Z.I.Z+,0
X.W*W.X.,0
X.,0
W+W.X.X.X*,0
w.X.,0
W*W.W.W.w.,0
z.Z.I.z.z.,0
"W*W.w.W,X.",0
Z.,0
.x.W*W.w.Y,0
.W.w.X.x.x,0
.W.W.W*W.w,0
*W.W.w.w.W,0
W.W.Y*W.F.,0
.z.z.Z.Z.Z,0
z.Z.Z.Z.z.,0
Z.z.I.i.i.,0
.Z.Z.Z*Z.i,0
W.w.W.Z.,0
Z.W+W.W.W.,0
.W.W.f.w.w,0
00,0
z.I.I.,0
00,0
"W,W.e.",0
i0,0
Z.,0
"W,Z+Z.Z.Z.",0
F.F.,0
Z.Z.Z.,0
W.,0
.z.I.Z.z.Z,0
"W*Z,W*Z.",0
"Z.Z.I.Z,",0
Z.,0
Z.Z.I.I.Z.,0
"*Z.i.Z,Z.z",0
.Z*w0W.W.W,0
Z*z*,0
Z.I.Z00z*,0
.Z00,0
W.,0
W.W.Z.Z*,0
Z.W00W.,0
f.Z.Z*Z+,0
".Z,Z.z.i.z",0
Z+W*W.W.Z.,0
.W.W.,0
.W.W*W.F.W,0
*i0,0
.i.Z+Z.I.I,0
.X.G.x.V*V,0
.Z.Z*Z.Z.z,0
I.,0
w.,0
".z.Z,Z.Z.Z",0
Z.Z.Z.,0
I.I.Z.,0
I.I.z.Z.Z.,0
".i.Z,Z.Z.Z",0
g.g.g.g.g.,0
"g,x,x,",0
z.Z.z.,0
Z0,0
Y.X.Y*Y.y.,0
0Z.Z.I.I.z,0
.Z.Z.Z.z.Z,0
"Z.Z.Z.Z.Z,",0
Z*Z.z.Z.Z.,0
I.i.Z.,0
I.,0
f0f0f0,0
i0i0i0f0,0
.i.Y00000Y,0
0000W.,0
".z.Z,Z.z.i",0
",U.R,r+R.R",0
.X.X+X.x.x,0
0W.,0
00Z.Z.W.Z.,0
z.Z0Z.Z.z.,0
