domain,class
I*z*Z0I0,0
u.a.u.U.U.,0
.Z.Z+W.F.Z,0
z.Z.I.Z+,0
X.W*W.X.,0
X.,0
.X.X.X*X.X,0
w.X.,0
.W.W*W.W.W,0
W*W.W.W.w.,0
W.w.X.X+X.,0
Z.,0
X.x.X+X.x.,0
X.x.x.X.X.,0
W.W.W.W*W.,0
z.Z.W*W.W.,0
W.W.Y*W.F.,0
z.z.Z.Z.Z.,0
.Z*Z.z.z.Z,0
.Z+Z.Z.I.Z,0
Z.I.Z+Z.z.,0
W.w.W.Z.,0
.w.W.Z.W+W,0
F.f.W*Z.W.,0
00,0
z.I.I.,0
00,0
"W,W.e.",0
i0,0
Z.,0
+Z.z.W.W.h,0
F.F.,0
Z.Z.Z.,0
W.,0
Z.Z.z.I.Z.,0
"W*Z,W*Z.",0
"Z.Z.I.Z,",0
Z.,0
.Z.Z+Z.z.z,0
I.i.I.Z*Z.,0
z.Z*w0W.W.,0
Z*z*,0
Z.I.Z00z*,0
.Z00,0
W.,0
W.W.Z.Z*,0
Z.W00W.,0
f.Z.Z*Z+,0
"w.W.Z,Z.z.",0
"W.Z.W,W.w.",0
.W.W.,0
.W*W.W.W*W,0
*i0,0
.Z.i.z.i.Z,0
X.G.x.V*V.,0
*Z.Z.z.Z.Z,0
I.,0
w.,0
".Z.z.Z,Z.Z",0
Z.Z.Z.,0
I.I.Z.,0
I.I.z.Z.Z.,0
"Z.Z,i,W.W.",0
.g.g.g.g.g,0
"g,x,x,",0
z.Z.z.,0
Z0,0
X.Y*Y.y.Y.,0
I.Z*Z.Z0Z.,0
Z*Z.I.I.z.,0
Z.Z*Z.Z.z.,0
*Z.z.Z.Z.z,0
I.i.Z.,0
I.,0
f0f0f0,0
i0i0i0f0,0
.i.Y00000Y,0
0000W.,0
"z.Z,Z.z.i.",0
r.a.r.a.R.,0
X.X+X.x.x.,0
0W.,0
F.Z00Z.Z.W,0
z.Z.I.I.Z+,0
"X+X.X,x.",0
"0Z.Z,Z.Z+Z",0
W00W.,0
"X.X,X.X.X.",0
"X00X.X,X.",0
*Z.Z.I.I.I,0
Z*Z.z.I.Z.,0
Z*Z.Z.z.Z.,0
Y.,0
z*z*z*Z0z*,0
Z+Z*z*Y+,0
0I00,0
I*z*z*z*z*,0
+Y.Y*Y.Y+Y,0
y+h+H+H+y*,0
H+y+h+y*y+,0
W.,0
z0Z*,0
*,0
z0,0
Z*,0
Z+Z*z*I*z+,0
Z00Z*z*Z*Z,0
"Y,Z00Z+Z*",0
Y*Y+y+H+H+,0
0X.Z.W.W.W,0
i0i0i0i0,0
00,0
y.Y.w.W.w.,0
".H.z.Z,Y.W",0
"0Z.Y,Y.Z.z",0
w.F.F.f.,0
.w.W.W.W.w,0
.y.Z00w000,0
".W,W.w.F.F",0
0,0
Z.i.z.I.Z.,0
Z.Z.i.I.I.,0
W.w.Z*z*W0,0
X.H.X.x.Y.,0
"Y.z.y.I.Y,",0
h0h0i0,0
0Z.w.W.W.W,0
w0Z*Z*z*z*,0
i0i0i0f0,0
y.,0
00,0
.Z.z.i.Z.Z,0
00,0
Z0,0
Z*,0
h.w.Y*,0
Z*Z.Z.I.,0
0,0
Z.Z0Z*Z00Z,0
I.i.I.,0
z00Z.Z.z.Z,0
*Z.Z.Z0h0,0
.Z.Z.Z.Z.W,0
z0,0
Z*z+W.z.F.,0
Z00,0
Z.Z*z*z*W0,0
z0,0
W.Z*z0Z*,0
Z.Z000,0
Z*z*z*,0
Z.z.z.z.Z0,0
Z*,0
"Z,Z*W.Z0z0",0
.Z0Z.W0W.F,0
Z00W*W.,0
00Z*,0
i0i0i0i0,0
W.w.Z+Z000,0
"Z0Z.Z,Z0Z.",0
w.W.Z*Z.W+,0
i0i0i0i0,0
F.f.i.,0
Y0y00,0
"Y,Y*Y,Y.",0
".W.Z,W.W.W",0
.Z00Z.I.Z.,0
0W.,0
X00,0
Z00Z.Y00Y.,0
y.Y.H.,0
W.W.I.w.W.,0
.Z00Z.z.I.,0
0W.Z+,0
"X,",0
F.W.w.,0
"X,x+X,X.X+",0
x.V00V.v.X,0
X00,0
Z.,0
Z.Z.Z.,0
.W.W.F.w.W,0
Y.W.W.,0
Z.Z.z.,0
"0Y,Y.Y+Y00",0
i.I.I.,0
"H.w.w.F.X,",0
Y.Y.Y.Y.H.,0
"W.Y,Y.Y.Y.",0
z.,0
"X,X.Y,W.W.",0
z.z.z.,0
+z+I+z+I+z,0
w.W.W.,0
s0,1
0,1
W.,1
r0U+,1
s*s0,1
*,1
s*,1
s0,1
*,1
b*,1
B0,1
*v0,1
S*,1
S*,1
s*S+s*,1
s0,1
0,1
00,1
V00,1
S0,1
S*A*S00,1
00,1
s*,1
S*,1
S00,1
0S*,1
00,1
b*s*,1
S*,1
"*S+S*s+s,S",1
S*S0s*,1
0s*,1
0,1
S+,1
S*s*,1
Z+Z0Z.Z0Z+,1
Z+Z0Z*Z0Z+,1
Y*U.Z*Z*z+,1
0,1
0,1
r0,1
W0,1
0S*B*s+s*B,1
B*,1
s*s*B*,1
"*S,s,S+S,S",1
*,1
T*b*s00,1
0s*,1
s*s*s*,1
s0s*S+S*,1
0,1
S*,1
s0,1
",Z*s+z+z,z",1
",z+z,w,z,w",1
0,1
0Z+,1
+E+E+E+E+E,1
S.S*,1
0,1
0,1
V*,1
",y,H,z,y,y",1
S.S*S.,1
"S,S*S.",1
"V,Y*Y,Y+y*",1
"*Y,Y+Y.s,Y",1
0,1
V0E0,1
S*s0,1
"S,S*",1
w+s*S00W+B,1
0R+,1
F*B*,1
v00,1
U*,1
"S,S*",1
Z+Z0Z+,1
Z+Z0Z+,1
0,1
s+s*s+,1
0,1
s*s*s*B*s*,1
0s0s*,1
Z0i0i0,1
0,1
00,1
00,1
s*,1
v0,1
00S*,1
"S,",1
s+,1
0,1
"0R,",1
"0R,",1
W.S*,1
"S,S*S.",1
W.,1
E*,1
0,1
0,1
"S,S*",1
S*,1
y*Z0Z+,1
Z.Z0Z*,1
Z+Z0Z+,1
Z.Z0Z+,1
Z.Z0Z+,1
Z+Z0Z+,1
0R*,1
Z+Z0Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+Z0Z+,1
Z+Z0Z.Z0Z+,1
0,1
R*,1
Z.Z0Z+,1
Z+Z0Z.Z0Z+,1
Z.Z0Z+,1
+,1
z0Z+,1
Z+Z0Z+,1
v0R*,1
Z.Z0Z+,1
z0Z+,1
Z+Z0Z+Z0Z*,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
w+s*,1
0R*,1
Z+,1
v0Z*,1
v0Z*,1
V0Z*,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
0,1
Z+Z0Z+,1
0,1
r0,1
0,1
0,1
0,1
"w0W,",1
Z.Z0z*,1
Z.Z0z*,1
0S*,1
".S+S.S*S,s",1
0,1
0,1
0W*,1
0W*,1
0U*,1
0U*,1
Z+Z0Z+,1
Z+Z0Z+,1
"*S,s,s.S*s",1
0,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
w0W+,1
s*W00,1
"S,S*",1
S0s*,1
y0y*y0Y.,1
".R+Y,r.Z.Z",1
z+Y*z*y*y*,1
"Z0Z,Y+y,Z0",1
Z*y*Z0i0,1
"y*Z.Y,Y+H+",1
r0Y.V.Z0Z.,1
z+y*z*z*z*,1
I0Z+,1
u0W+,1
0U+,1
s*s*s*,1
0R*,1
S.S*W+,1
*,1
s+s*,1
w0Z*,1
w0Z*,1
w+s*,1
Z.W0Z+,1
Z.W0Z+,1
z0W*,1
z0W*,1
0,1
V*W0Z+,1
0R*,1
0R*,1
W*,1
w*Z0Z*,1
w*Z0Z*,1
0U+,1
0,1
"0S,B,",1
0,1
0,1
*,1
"s0B0S*s*S,",1
S.S*,1
w*S+,1
00S*s*,1
"z+z,Z0",1
S.S*S.,1
S.S*,1
0,1
0,1
Z+Z0Z.Z0Z+,1
S.S*S.,1
W+U0,1
w0W*,1
z0V*,1
w0U*,1
s0S*,1
0W+,1
0W+,1
0W+,1
0,1
Z+Z0Z+,1
s*s0,1
*,1
Z+Z0Z.Z0Z+,1
"T,",1
S*,1
S.,1
",S*s*B*s*s",1
"+s,S*S+s,S",1
S*s*S0S*S+,1
U*,1
0,1
S+S0S*s+s*,1
"s+s+s+B+S,",1
S+s+,1
",S+b+s*S,s",1
",B,S.s,S.S",1
"s+s+s,s,S*",1
S*s*s*s*s+,1
"z*Z000Z+Y,",1
z*Z0H0z*Z+,1
",B,B,s+s+s",1
",s+S,s.S,s",1
.S+S*s+s*s,1
s+s+b+s+s*,1
0,1
"S,S*S,",1
"Y,",1
s*s*s*B*s*,1
"s*S,S*S+S,",1
00S*S+S*S.,1
S0B0s*s*s*,1
"+b+S,S*S+S",1
"S0s*S,s,S+",1
"B*s*B0S,",1
"*S,S*s*S,S",1
"0S,s,",1
"b,s+S,S+s+",1
",S,S,s,S+S",1
"S+S,s+s,S*",1
0,1
s00,1
B*,1
"00S,",1
Z0,1
S.S*S.,1
0,1
"S,S*s*S,",1
"*s*S,S*s*b",1
*S0,1
"S000S,S*",1
"+i*Y,Z+i+i",1
*,1
S*,1
v0,1
S.,1
W.,1
",S.S+B+s+b",1
"S,S*",1
"S,S.",1
",s,S.S,s,s",1
",B,s,b,S.s",1
s*S0s*,1
S+s+s+s*w+,1
0,1
b0,1
s00,1
S*,1
"Z,z,w,z,w+",1
"t,s,s,s,s,",1
W0,1
0s*,1
0s*S*,1
0R*,1
*S*,1
S.S*,1
S*s*,1
s*S0s*s*,1
s*S000,1
s*,1
v00,1
