domain,class
I*z*Z0I0,0
R.R.R.R.d.R.R.B.R.R.A.R.R,0
W.W.Z.Z.I.Z.Z.Z.Z.Z+W.F.Z,0
z.Z.I.Z+,0
X.W*W.X.,0
X.,0
W+W.X.X.X*X.X.,0
w.X.,0
Z.Z.Z.Z.W.W*W.W.W.w.Z.z.W,0
Z.z.I.I.W*W.W.W.w.W.W.W.W,0
"W.X,W.W.w.X.X+X.W*W.w.W,X",0
Z.,0
".x.X.X.X,X.X.x.X+X.x.W*W.",0
".W.W.w.X.x.x.X.X.X.X,X.X.",0
W0W.W.W.W*W.w.,0
.I.Z.z.z.W0W.f.W.W.w.Z.W*,0
X+W.W.Y*W.F.,0
I.Z.Z.Z.z.z.Z.Z.Z.,0
".Z.Z.Z,Z.I.Z,Z.z.I.z.z.Z*",0
".Z,Z.z.z.z.i.Z*Z.Z.Z.Z.z.",0
",Z.Z.z.Z*Z.Z.Z.Z*Z.i.Z.Z.",0
W.w.W.Z.,0
W.w.F.Z.W*w*w*W.W.w.w.W.Z,0
"z.W,W.F.f.W*Z.W.W.f.w.w.",0
00,0
z.I.I.,0
00,0
"W,W.e.",0
i0,0
Z.,0
"w.W,Z+Z.Z.Z.Z.z.Y.Z,Y.W,W",0
F.F.,0
Z.Z.Z.,0
W.,0
Z.Z.z.I.Z.z.Z.,0
"W*Z,W*Z.",0
"Z.Z.I.Z,",0
Z.,0
Z.Z.I.I.Z.Z+Z.z.z.,0
"I.i.I.Z*Z.i.Z,Z.z.Z,Z.",0
z.z.Z*w0W.W.W.Z*,0
Z*z*,0
Z.I.Z00z*,0
.Z00,0
W.,0
W.W.Z.Z*,0
Z.W00W.,0
f.Z.Z*Z+,0
"w.W.Z,Z.z.i.z.",0
"Z+W*W.W.Z.W,W.w.Z.Z.w.",0
.W.W.,0
"W,W.W.W*W.F.W*W.W.W*W.W*W",0
*i0,0
z.Z.i.z.i.Z+Z.I.I.,0
.E.V.V.E.X.G.x.V*V.V.X.x.,0
I.i.z.Z+Z.Z.Z*Z.Z.z.Z.Z.,0
I.,0
w.,0
"z.Z.z.Z,Z.Z.Z.i.",0
Z.Z.Z.,0
I.I.Z.,0
z.I.I.z.Z.Z.z.Z.I.,0
.f.f.Z.Z.Z.Z.Z.I.W+W.w.F.,0
.g.g.g.g.g.g.g.g.g.g.g.g.,0
"g,x,x,",0
z.Z.z.,0
Z0,0
Y.X.Y*Y.y.Y.Y.Z0Z.z.W.,0
i.I.Z*Z.Z0Z.Z.I.I.z.,0
"Z.Z.z.Z*Z.I.I.z.z.Z,Z.Z.z",0
"Z.Z.Z,Z.Z.Z.Z.Z*Z.Z.z.Z.z",0
Z*Z.z.Z.Z.z.i.I.,0
I.i.Z.,0
I.,0
f0f0f0,0
i0i0i0f0,0
I.i.i.Y00000Y.Z.,0
0000W.,0
"Z.Z.z.Z,Z.z.i.",0
",R.R+R.U,R.U.R.u.R.r.U.U.",0
X0X.X.X+X.x.x.X.G.G.X.x.,0
0W.,0
F.Z00Z.Z.W.Z.,0
