domain,class
I*z*Z0I0,0
.s.R.S.U.u,0
Z.Z.z.Z.z.,0
z.Z.I.Z+,0
X.W*W.X.,0
X.,0
.X.X.X*X.X,0
w.X.,0
W.W.w.Z.z.,0
w.w.w.w.W.,0
w.X.X+X.W*,0
Z.,0
"X.X.X,X.X.",0
w.X.x.x.X.,0
W.W.W.W*W.,0
.W.W.w.Z.W,0
X+W.W.Y*W.,0
.Z.Z.Z.z.z,0
.Z.Z.z.z.Z,0
".z.Z,Z.z.I",0
.Z.z.Z*Z.Z,0
W.w.W.Z.,0
+W.W.W.w.w,0
"z.W,W.F.f.",0
00,0
z.I.I.,0
00,0
"W,W.e.",0
i0,0
Z.,0
.z.W.W.W.F,0
F.F.,0
Z.Z.Z.,0
W.,0
.z.I.Z.z.Z,0
"W*Z,W*Z.",0
"Z.Z.I.Z,",0
Z.,0
I.Z.Z+Z.z.,0
".Z,Z.z.Z,Z",0
z.Z*w0W.W.,0
Z*z*,0
Z.I.Z00z*,0
.Z00,0
W.,0
W.W.Z.Z*,0
Z.W00W.,0
f.Z.Z*Z+,0
".Z,Z.z.i.z",0
W.w.Z.Z.w.,0
.W.W.,0
W.W*W.W+W.,0
*i0,0
.z.i.Z+Z.I,0
.V.E.X.G.x,0
+Z.Z.Z*Z.Z,0
I.,0
w.,0
"z.Z,Z.Z.Z.",0
Z.Z.Z.,0
I.I.Z.,0
.Z.Z.z.Z.I,0
".z.I.i.Z,Z",0
.g.g.g.g.g,0
"g,x,x,",0
z.Z.z.,0
Z0,0
Y*Y.y.Y.Y.,0
Z.Z.I.I.z.,0
"z.z.Z,Z.Z.",0
"Z.Z.Z.Z.Z,",0
*Z.z.Z.Z.z,0
I.i.Z.,0
I.,0
f0f0f0,0
i0i0i0f0,0
i.Y00000Y.,0
0000W.,0
".Z.z.Z,Z.z",0
U.R.R.U.U.,0
x.x.X.G.G.,0
0W.,0
F.Z00Z.Z.W,0
W.W.w.w.f.,0
"X+X.X,x.",0
"0Z.Z,Z.Z+Z",0
W00W.,0
"X+X.X,X.X.",0
"X00X.X,X.",0
Z.Z.I.I.I.,0
*Z.i.z.I.Z,0
Z.Z.z.Z*Z.,0
Y.,0
*z*z*z*Z0z,0
Z+Z*z*Y+,0
0I00,0
*Z+z*z*I*z,0
+h+H+H+Y.Y,0
*y+h+H+H+y,0
H+y+h+y*y+,0
W.,0
z0Z*,0
*,0
z0,0
Z*,0
Z+Z*z*I*z+,0
00Z*z*Z*Z*,0
"Y,Z00Z+Z*",0
*Y+y+H+H+H,0
0X.Z.W.W.W,0
i0i0i0i0,0
00,0
y.Y.w.W.w.,0
".z.Z,Y.W.W",0
".Z00Z.Y,Y.",0
w.F.F.f.,0
W.w.w.W.W.,0
".Y,Y.y.Z00",0
".W.w.w.W,W",0
0,0
.z.Z.Z.i.z,0
.Z.i.I.I.Z,0
.W.w.Z*z*W,0
.X.H.X.x.Y,0
y.Z.Y.z.y.,0
h0h0i0,0
w+W.W.Z.z.,0
z*w0Z*Z*z*,0
i0i0i0f0,0
y.,0
00,0
z.i.Z.Z*z0,0
00,0
Z0,0
Z*,0
h.w.Y*,0
Z*Z.Z.I.,0
0,0
Z*Z00Z.Z.I,0
I.i.I.,0
*z*z00Z.Z.,0
*Z.Z.Z0h0,0
Z.Z.Z.Z.W*,0
z0,0
*z+W.z.F.W,0
Z00,0
.W.w.W.W.w,0
z0,0
W.Z*z0Z*,0
Z.Z000,0
Z*z*z*,0
z.Z.Z.Z+Z.,0
Z*,0
"Z,Z*W.Z0z0",0
0Z.W0W.F.f,0
Z00W*W.,0
00Z*,0
i0i0i0i0,0
W.w.Z+Z000,0
"z*Z.Z0Z.Z,",0
Z*Z.W+W0W.,0
i0i0i0i0,0
F.f.i.,0
Y0y00,0
"Y,Y*Y,Y.",0
.W.w.Z+Z.Z,0
0Z.I.Z.Z.Z,0
0W.,0
X00,0
Z00Z.Y00Y.,0
y.Y.H.,0
.z.W00W.W.,0
00Z.z.I.i.,0
0W.Z+,0
"X,",0
F.W.w.,0
"X,x+X,X.X+",0
"X.X,y,V.E.",0
X00,0
Z.,0
Z.Z.Z.,0
.W.W.W.F.w,0
Y.W.W.,0
Z.Z.z.,0
"0Y,Y.Y+Y00",0
i.I.I.,0
y+Y.X*x*y+,0
.H.Y.Y.Y.Y,0
"W.W.Y,Y.Y.",0
z.,0
".Y,W.W.X+X",0
z.z.z.,0
i+I+z*z+i+,0
w.W.W.,0
s0,1
0,1
W.,1
r0U+,1
s*s0,1
*,1
s*,1
s0,1
*,1
b*,1
B0,1
*v0,1
S*,1
S*,1
s*S+s*,1
s0,1
0,1
00,1
V00,1
S0,1
S*A*S00,1
00,1
s*,1
S*,1
S00,1
0S*,1
00,1
b*s*,1
S*,1
s*B*S+S*s+,1
S*S0s*,1
0s*,1
0,1
S+,1
S*s*,1
Z+Z0Z.Z0Z+,1
Z+Z0Z*Z0Z+,1
.Z*Z*z+Z*Z,1
0,1
0,1
r0,1
W0,1
0S*B*s+s*B,1
B*,1
s*s*B*,1
"*S,s,S+S,S",1
*,1
T*b*s00,1
0s*,1
s*s*s*,1
s0s*S+S*,1
0,1
S*,1
s0,1
"S,Z*I*Z+Z*",1
",F,z,w,z,e",1
0,1
0Z+,1
+E+E+E+E+v,1
S.S*,1
0,1
0,1
V*,1
",H,h,H,I,y",1
S.S*S.,1
"S,S*S.",1
"Y+V,Y*Y,Y+",1
",Y,y,y,Y0Y",1
0,1
V0E0,1
S*s0,1
"S,S*",1
w+s*S00W+B,1
0R+,1
F*B*,1
v00,1
U*,1
"S,S*",1
Z+Z0Z+,1
Z+Z0Z+,1
0,1
s+s*s+,1
0,1
S+s*s*s*B*,1
0s0s*,1
Z0i0i0,1
0,1
00,1
00,1
s*,1
v0,1
00S*,1
"S,",1
s+,1
0,1
"0R,",1
"0R,",1
W.S*,1
"S,S*S.",1
W.,1
E*,1
0,1
0,1
"S,S*",1
S*,1
y*Z0Z+,1
Z.Z0Z*,1
Z+Z0Z+,1
Z.Z0Z+,1
Z.Z0Z+,1
Z+Z0Z+,1
0R*,1
Z+Z0Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+Z0Z+,1
Z+Z0Z.Z0Z+,1
0,1
R*,1
Z.Z0Z+,1
Z+Z0Z.Z0Z+,1
Z.Z0Z+,1
+,1
z0Z+,1
Z+Z0Z+,1
v0R*,1
Z.Z0Z+,1
z0Z+,1
Z+Z0Z+Z0Z*,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
w+s*,1
0R*,1
Z+,1
v0Z*,1
v0Z*,1
V0Z*,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
0,1
Z+Z0Z+,1
0,1
r0,1
0,1
0,1
0,1
"w0W,",1
Z.Z0z*,1
Z.Z0z*,1
0S*,1
"s+W*S.S,s,",1
0,1
0,1
0W*,1
0W*,1
0U*,1
0U*,1
Z+Z0Z+,1
Z+Z0Z+,1
"s.S*S,s,s.",1
0,1
Z+Z0Z+,1
Z+Z0Z+,1
Z+Z0Z+,1
w0W+,1
s*W00,1
"S,S*",1
S0s*,1
y0y*y0Y.,1
.V.R0Z.R0Y,1
z*y*y*h*y0,1
"+I+Z*Z0Z,Y",1
Z*y*Z0i0,1
"y*Z.Y,Y+H+",1
"R*Z,W.R*V.",1
"Y+Z0I0Z*Z,",1
I0Z+,1
u0W+,1
0U+,1
s*s*s*,1
0R*,1
S.S*W+,1
*,1
s+s*,1
w0Z*,1
w0Z*,1
w+s*,1
Z.W0Z+,1
Z.W0Z+,1
z0W*,1
z0W*,1
0,1
V*W0Z+,1
0R*,1
