domain,class
I*z*Z0I0,0
.r.r.r.r.r,0
Z.Z+W.F.Z.,0
z.Z.I.Z+,0
X.W*W.X.,0
X.,0
W.X.X.X*X.,0
w.X.,0
.Z.Z.Z.W.W,0
.Z.Z.z.I.Z,0
",W.W.w.X.X",0
Z.,0
.x.x.X.X.X,0
"X.X.X,X.X.",0
W.W.W.W*W.,0
.W.W.W.Z.z,0
W.W.Y*W.F.,0
.z.z.Z.Z.Z,0
".I.Z,Z.z.I",0
"i.Z,Z.Z.i.",0
"Z*Z.Z.z.Z,",0
W.w.W.Z.,0
.W*w*w*W.W,0
"W,W.F.f.W*",0
00,0
z.I.I.,0
00,0
"W,W.e.",0
i0,0
Z.,0
Z+Z.z.W.W.,0
F.F.,0
Z.Z.Z.,0
W.,0
Z.Z.z.I.Z.,0
"W*Z,W*Z.",0
"Z.Z.I.Z,",0
Z.,0
.I.I.Z.Z+Z,0
i.I.Z*Z.i.,0
w0W.W.W.Z*,0
Z*z*,0
Z.I.Z00z*,0
.Z00,0
W.,0
W.W.Z.Z*,0
Z.W00W.,0
f.Z.Z*Z+,0
".Z,Z.z.i.z",0
W.w.Z.Z.w.,0
.W.W.,0
",W.W.W*W.F",0
*i0,0
Z.i.z.i.Z+,0
.V*V.V.X.x,0
Z.Z*Z.Z.z.,0
I.,0
w.,0
".Z,Z.Z.Z.i",0
Z.Z.Z.,0
I.I.Z.,0
z.Z.Z.z.Z.,0
.W+W.w.F.f,0
g.g.g.g.h.,0
"g,x,x,",0
z.Z.z.,0
Z0,0
.Y.Y.Z0Z.z,0
0Z.Z.I.I.z,0
Z.I.I.z.z.,0
.Z.Z.Z*Z.Z,0
Z.Z.z.i.I.,0
I.i.Z.,0
I.,0
f0f0f0,0
i0i0i0f0,0
.i.i.Y0000,0
0000W.,0
".z.Z,Z.z.i",0
U.R.U.u.U.,0
0X.X.X+X.x,0
0W.,0
00Z.Z.W.Z.,0
I.z.Z0Z.Z.,0
"X+X.X,x.",0
