domain,class
I*z*Z0I0,0
.r.R.A.u.u,0
Z.I.Z.Z.Z.,0
z.Z.I.Z+,0
X.W*W.X.,0
X.,0
W+W.X.X.X*,0
w.X.,0
*W.W.W.w.Z,0
W.W.W.W.W.,0
"W*W.w.W,X.",0
Z.,0
X+X.x.W*W.,0
.X.x.x.X.X,0
W.W.W*W.w.,0
Z.W*W.W.w.,0
+W.W.Y*W.F,0
.Z.Z.Z.z.z,0
".Z.Z,Z.I.Z",0
.z.z.z.i.Z,0
",z,Z.I.Z+Z",0
W.w.W.Z.,0
*W.W.w.w.W,0
Z.W.W.f.w.,0
00,0
z.I.I.,0
00,0
"W,W.e.",0
i0,0
Z.,0
"z.z.Z.W,Z*",0
F.F.,0
Z.Z.Z.,0
W.,0
.z.I.Z.z.Z,0
"W*Z,W*Z.",0
"Z.Z.I.Z,",0
Z.,0
.Z.I.I.Z.Z,0
"*Z.i.Z,Z.z",0
.z.Z*w0W.W,0
Z*z*,0
Z.I.Z00z*,0
.Z00,0
W.,0
W.W.Z.Z*,0
Z.W00W.,0
f.Z.Z*Z+,0
"W.Z,Z.z.i.",0
"W*W.W.Z.W,",0
.W.W.,0
F.W*W.W.W*,0
*i0,0
Z.i.z.i.Z+,0
E.X.G.x.V*,0
Z.Z*Z.Z.z.,0
I.,0
w.,0
"Z,Z.Z.Z.i.",0
Z.Z.Z.,0
I.I.Z.,0
.I.z.Z.Z.z,0
Z.Z.Z.Z.I.,0
.g.g.g.g.g,0
"g,x,x,",0
z.Z.z.,0
Z0,0
Y*Y.y.Y.Y.,0
0Z.Z.I.I.z,0
.Z.Z.Z.Z.Z,0
".Z,Z.Z.Z.Z",0
.Z.Z.z.i.I,0
I.i.Z.,0
I.,0
f0f0f0,0
i0i0i0f0,0
i.Y00000Y.,0
0000W.,0
"Z.z.Z,Z.z.",0
.R.r.U.D.U,0
+X.x.x.X.G,0
0W.,0
00Z.Z.W.Z.,0
Z0Z.Z.z.I.,0
"X+X.X,x.",0
"Z.Z,Z.Z+Z.",0
W00W.,0
"X+X.X,X.X.",0
"X00X.X,X.",0
*Z.Z.I.I.I,0
.Z.z.Z*Z.Z,0
W*W.W+Z*I*,0
Y.,0
z*z*z*Z0z*,0
Z+Z*z*Y+,0
0I00,0
*I*z*z*z*z,0
"y.y,Y+Y.Y+",0
y+h+H+H+y*,0
H+h+H+H+y+,0
W.,0
z0Z*,0
*,0
z0,0
Z*,0
z*Z+Z*z*I*,0
Z00Z*z*Z*Z,0
"Y,Z00Z+Z*",0
"+H+Y,Y.y.y",0
.X0X.Z.W.W,0
i0i0i0i0,0
00,0
y.Y.w.W.w.,0
".z.Z,Y.W.W",0
W.W.Z00Z.Y,0
w.F.F.f.,0
"W,W.w.w.W.",0
".Y,Y.y.Z00",0
.W.W.w.w.W,0
0,0
Z.z.Z.Z.i.,0
.Z.i.I.I.Z,0
Z*z*W0000W,0
.X.H.X.x.Y,0
.Z.Y.z.y.I,0
h0h0i0,0
W.Z+z*W.W.,0
I*z*w0Z*Z*,0
i0i0i0f0,0
y.,0
00,0
Z.z.i.Z.Z*,0
00,0
Z0,0
Z*,0
h.w.Y*,0
Z*Z.Z.I.,0
0,0
Z.Z0Z*Z00Z,0
I.i.I.,0
